	artist_name	artist_id	release_name	release_id	label_name	styles	price	year	artist_page_url	gender
4911	cvb	95953	bring back the night (remixes)	2687039-02	yawa	progressive house	10.4	2015	/artist/1e53666c-f94f-400e-9ac1-b08e903b56d0	Female
4912	cvb	95953	tide is high	2588023-02	yawa	progressive house	6.24	2014	/artist/1e53666c-f94f-400e-9ac1-b08e903b56d0	Female
4913	cvb	95953	we are the colors	2285223-02	yawa	euro dance|pop dance	8.32	2013	/artist/1e53666c-f94f-400e-9ac1-b08e903b56d0	Female
4914	cvb	95953	let's get started	2810726-02	trak	progressive house	7.28	2015	/artist/1e53666c-f94f-400e-9ac1-b08e903b56d0	Female
4915	cvb	95953	turn back the time (remixes)	2683353-02	metrophonic resistance	pop trance	8.32	2015	/artist/1e53666c-f94f-400e-9ac1-b08e903b56d0	Female
4916	cvnt5	7037275	cvnt5	3039315-02	garuda	progressive house	1.04	2016	/artist/a58e8112-e738-424b-aec6-44b4d3de171d	
4917	cvo	696	gu & boo project	3997597-02	strictly jaz unit muzic	minimal|tech house	4.16	2018	/artist/4340952e-5f1e-44f4-9f58-b71981cc5fe8	Male
4918	cvo	696	silent cry	3433370-02	strictly jaz unit muzic	deep house	2.08	2017	/artist/4340952e-5f1e-44f4-9f58-b71981cc5fe8	Male
4919	cws	7037276	scanners ep	2330128-02	android muziq	techno	4.16	2013	/artist/52f58106-4b4a-45ab-b80f-ddc2aa04bb68	
4920	cws	7037276	pain in the drone ep	2143245-02	singularity	techno	5.2	2013	/artist/52f58106-4b4a-45ab-b80f-ddc2aa04bb68	
4921	cws	7037276	hibris ep	2098822-02	teskoba	techno	3.12	2012	/artist/52f58106-4b4a-45ab-b80f-ddc2aa04bb68	
4922	cyberian	7037277	despair island	3901769-02	awal	bass	1.04	2018	/artist/a03b287e-a964-43fe-b88b-c4b324fcd4f3	
4923	cybersonik	7037278	technarchy	1412346-02	plus 8	techno	3.12	1990	/artist/a69a8679-7d73-4793-a3a6-6bb80121f845	
4924	cybersonik	7037278	backlash	1412351-02	plus 8	techno	3.12	1991	/artist/a69a8679-7d73-4793-a3a6-6bb80121f845	
4925	cybersutra	7037279	kult records presents out on the floor	1757623-02	kult	funky|club house	7.28	2011	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4926	cybersutra	7037279	i see fire	1413644-02	kult	progressive house	13.52	2009	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4927	cybersutra	7037279	summer sutra	1347143-02	kult	progressive house	11.44	2008	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4928	cybersutra	7037279	lick it	1345697-02	in stereo	electro house	6.24	2008	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4929	cybersutra	7037279	shake & bad self (remixes)	1697854-02	hoe	electro house	3.12	2011	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4930	cybersutra	7037279	bad self (remixes)	1609837-02	hoe	electro house	3.12	2010	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4931	cybersutra	7037279	i'm at the disco	1631059-02	big fish	electro house	5.2	2010	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4932	cybersutra	7037279	dirty gurrl	1697033-02	sound design	electro house	8.32	2011	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4933	cybersutra	7037279	summersutra	1472737-02	kult tones	progressive house	9.36	2009	/artist/eba11a5e-5d90-432e-946f-d96d57cece58	
4934	cybonix	21180	make this party live	1572956-02	frustrated funk	electro	3.12	2004	/artist/9be5aa3e-a61e-4024-bd00-e7c867b5d6c1	
4935	cybonix	21180	make this party live	3407952-02	frustrated funk	electro	4.16	2017	/artist/9be5aa3e-a61e-4024-bd00-e7c867b5d6c1	
4936	cybordelics	7037280	adventures of dama 2013	2309907-02	harthouse mannheim	minimal|tech house	6.24	2013	/artist/1c69b0a9-ff9a-4e48-a6fa-6d9b2d8ae30e	
4937	cybordelics	7037280	adventures of dama	1265798-02	harthouse mannheim	techno	2.08	2007	/artist/1c69b0a9-ff9a-4e48-a6fa-6d9b2d8ae30e	
4938	cybordelics	7037280	adventures of dama 2017	3498843-02	harthouse mannheim	minimal|tech house	4.16	2017	/artist/1c69b0a9-ff9a-4e48-a6fa-6d9b2d8ae30e	
4939	cybordelics	7037280	adventures of dama version	3334202-02	evosonic	funky|club house	3.12	2017	/artist/1c69b0a9-ff9a-4e48-a6fa-6d9b2d8ae30e	
4940	cybotron	7037281	clear (remixes)	2437144-02	juno	techno	3.12	2007	/artist/cd1a3be7-a10b-499c-acdd-1defaea473f8	
4941	cybotron	7037281	cybotron (remastered)	3022593-02	rocket group	coldwave|synth	5.2	2014	/artist/cd1a3be7-a10b-499c-acdd-1defaea473f8	
4942	cyclic backwash	5204087	obs cur hs06	3475079-02	obs.cur	hard techno	3.12	2017	/artist/08e23dc7-9bdd-4e78-9fbf-0c6d0659e918	
4943	cyclic backwash	5204087	on the edge	2804726-02	zuur	techno	2.08	2015	/artist/08e23dc7-9bdd-4e78-9fbf-0c6d0659e918	
4944	cyclic backwash	5204087	no rehabilitation	2611425-02	zuur	techno	2.08	2014	/artist/08e23dc7-9bdd-4e78-9fbf-0c6d0659e918	
4945	cycloid	7037282	flashlight ep	1602210-02	in da jungle	drum and bass	4.16	2010	/artist/b62d78d7-7593-44d2-bbb8-b8026454fe12	
4946	cydefx	47781	timescape	1571536-02	nu electro	drum and bass	2.08	2003	/artist/633c828f-832f-4b9c-92d4-b98b8c752f3a	
4947	cylon	1357225	faster than light	2926239-02	grasshopper	psy|goa trance	4.16	2015	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4948	cylon	1357225	new horizon	3616520-02	grasshopper	psy|goa trance	1.04	2018	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4949	cylon	1357225	faster than light	2275605-02	grasshopper	psy|goa trance	4.16	2013	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4950	cylon	1357225	time tells no lies	1826085-02	grasshopper	psy|goa trance	2.08	2011	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4951	cylon	1357225	cold rover ep	1665907-02	tohuwabohu	minimal|tech house	2.08	2010	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4952	cylon	1357225	sekontia ep	1581259-02	manchester underground	minimal|tech house	4.16	2009	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4953	cylon	1357225	pure sound subside	1288843-02	julm	progressive house	2.08	2007	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4954	cylon	1357225	battlestar ep	1322087-02	julm	progressive house	2.08	2008	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4955	cylon	1357225	circle ep	1417126-02	julm	progressive house	3.12	2009	/artist/29442737-8b04-4644-b392-a2bafa5d92de	Male
4956	cypher 7	7037283	decoder	3149266-02	subharmonic	ambient|drone	5.2	2016	/artist/43c258c3-44e2-4531-88c3-cc49b830f173	
4957	cyra	2679325	cosmos pace	3906527-02	mjoy	funky|club house	2.08	2018	/artist/aa65a61a-7f28-4994-956f-22c9828acab6	
4958	cyra	2679325	we ride	2334775-02	mjoy progressive	progressive house	8.32	2014	/artist/aa65a61a-7f28-4994-956f-22c9828acab6	
4959	cysxe	3331050	imperium techno vol 6 (unmixed tracks)	4053684-02	van czar series	techno	14.56	2019		
4960	cysxe	3331050	acid planet ep	2595207-02	bonzai basiks	minimal|tech house	4.16	2014		
4961	cysxe	3331050	ss33	2478695-02	subspec music	techno	3.12	2014		
4962	cysxe	3331050	i am your crazy alien	2701106-02	ep digital	techno	4.16	2015		
4963	d & d project	7037284	melody	1960279-02	ot dj nation	funky|club house	2.08	2012	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4964	d & t	7037285	up & down	2069541-02	tripoli trax	hard house	3.12	1995	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4965	d & t	7037285	up & down	2070409-02	tripoli trax	hard house	1.04	2000	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4966	d dub	7037286	do that rhymin' thang	3399756-02	noir music	minimal|tech house	4.16	2017	/artist/820aeb09-194c-4921-8b2c-1eaae063681e	
4967	d dub	7037286	do that rhymin' thang	1463525-02	noir music	minimal|tech house	4.16	2009	/artist/820aeb09-194c-4921-8b2c-1eaae063681e	
4968	d dub	7037286	deep blue 2010	1592295-02	noir music	minimal|tech house	2.08	2010	/artist/820aeb09-194c-4921-8b2c-1eaae063681e	
4969	d dub	7037286	voodoo	1445954-02	takt	minimal|tech house	5.2	2009	/artist/820aeb09-194c-4921-8b2c-1eaae063681e	
4970	d dub	7037286	deep blue	1373242-02	takt	minimal|tech house	3.12	2008	/artist/820aeb09-194c-4921-8b2c-1eaae063681e	
4971	d dub	7037286	amuse guele	1491085-02	takt	progressive house	4.16	2009	/artist/820aeb09-194c-4921-8b2c-1eaae063681e	
4972	d n a	7037287	elixir (digital exclusive)	1565303-02	muti music	breakbeat	2.08	2007	/artist/09ba7299-38a6-4cfd-9d2a-86d32212d216	
4973	d n a	7037287	elixir	1565297-02	muti music	electro house	4.16	2007	/artist/09ba7299-38a6-4cfd-9d2a-86d32212d216	
4974	d&s	72505	ax006	4066653-02	ax	techno	5.2	2019	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4975	d&s	72505	ax003	3584786-02	ax	techno	4.16	2017	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4976	d&s	72505	sweet shops	1931383-02	tiger	funky|club house	4.16	2012	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4977	d&s	72505	ax002	3577840-02	ax	techno	4.16	2017	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4978	d&s	72505	madistral	1277719-02	sigma trance	uplifting trance	3.12	2005	/artist/516fb2d4-6dd2-410e-ab43-7b7950d5c9a6	
4979	d'agostino planet	15228	melody voyager ep	3264971-02	media	funky|club house	3.12	2009	/artist/98b5ec42-a6b6-4b63-80d6-53d5f6a24f0f	Male
4980	d'agostino planet	15228	fly	3267626-02	media	funky|club house	3.12	2009	/artist/98b5ec42-a6b6-4b63-80d6-53d5f6a24f0f	Male
4981	d'argento	3221	i try	1405688-02	pinkstar	electro house	4.16	2009	/artist/9593d062-e2d2-4563-865e-75385558d5ba	
4982	d'argento	3221	come on over	1345962-02	pinkstar	funky|club house	6.24	2008	/artist/9593d062-e2d2-4563-865e-75385558d5ba	
4983	d'argento	3221	ecstasy	1297089-02	pinkstar	electro house	9.36	2008	/artist/9593d062-e2d2-4563-865e-75385558d5ba	
4984	d'argento	3221	long time	1575821-02	wombat	minimal|tech house	4.16	2010	/artist/9593d062-e2d2-4563-865e-75385558d5ba	
4985	d'kawa	201339	90's men	1515402-02	kodaira tracks	minimal|tech house	1.9	2010	/artist/c85d0294-1599-44bc-9882-f1da3d162573	
4986	d'kawa	201339	mec ond mec ep	1367627-02	kodaira tracks	minimal|tech house	2.08	2008	/artist/c85d0294-1599-44bc-9882-f1da3d162573	
4987	d'moov	7037288	for the love of you	3499056-02	foliage	deep house	8.32	2010	/artist/4a8a0393-d081-4ea3-8c70-ef215bf926ab	
4988	d'still'd	7037289	stop go	1597607-02	moonshine	techno	1.9	1996	/artist/e6e64efd-9cfa-4681-9f62-345640982334	
4989	d*note	7037290	shed my skin (remixes)	2021135-02	541	funky|club house	9.36	2012	/artist/38b36d28-8f67-47ef-9333-ef666357440c	
4990	d-code	49033	trouble makers/infidel	3569665-02	on point audio	drum and bass	2.08	2017	/artist/5203c579-4503-4566-bfaf-3f649461e68f	
4991	d-code	49033	initiate	3233998-02	multi function	drum and bass	5.2	2016	/artist/5203c579-4503-4566-bfaf-3f649461e68f	
4992	d-code	49033	shake your bass cartel vol 1	2939831-02	shake your bass audio	drum and bass	5.2	2015	/artist/5203c579-4503-4566-bfaf-3f649461e68f	
4993	d-factor	4629	mystique	1270209-02	captivating sounds	breakbeat	2.08	2007	/artist/c7582382-c507-4b47-961a-0c59f9761939	
4994	d-mention	52406	crystal garden	3351679-02	smart phenomena	progressive house	6.24	2017	/artist/b89a2868-f0df-4afe-aa62-a412468dfced	
4995	d-mention	52406	vito von gert - technology 4 (guest mix by d-mention)	4100143-02	stazis	minimal|tech house		2019	/artist/b89a2868-f0df-4afe-aa62-a412468dfced	
4996	d-saw	107084	track 10:30	3291260-02	superstition	techno	3.12	2003	/artist/24124847-4d50-47d3-b508-438c5d63bb89	
4997	d-saw	107084	track 10:30 remixes	3014041-02	soul sounds	minimal|tech house	5.2	2016	/artist/24124847-4d50-47d3-b508-438c5d63bb89	
4998	d-saw	107084	ep	3302845-02	superstition	techno	4.16	1996	/artist/24124847-4d50-47d3-b508-438c5d63bb89	
4999	d-tox	7037291	illumina l'oscurita: contain the pressure	1852175-02	noistorm	gabba	2.08	2011	/artist/2c138bc2-e366-40cc-9e0b-0e6785f269de	
5000	d-trax	14527	the show	3235978-02	pornostar	funky|club house	1.04	2016	/artist/6d160d0c-692c-4b38-acf4-8773a4a77e8d	
5001	d-trax	14527	lost in colors	1880784-02	phraser	minimal|tech house	5.2	2012	/artist/6d160d0c-692c-4b38-acf4-8773a4a77e8d	
5002	d-trax	14527	another last cigarette	2202996-02	choonx	minimal|tech house	3.12	2013	/artist/6d160d0c-692c-4b38-acf4-8773a4a77e8d	
5003	d-trax	14527	once again	1835846-02	mds digital	minimal|tech house	16.64	2011	/artist/6d160d0c-692c-4b38-acf4-8773a4a77e8d	
5004	d.a.s. d.a.	7037292	features vol 4	3840160-02	repitch	techno	5.2	2016	/artist/53418077-bffe-4bc8-9fd7-a89650228a0d	
5005	d.a.v.e. the drummer	13407	seek the truth ep	4047572-02	hydraulix	techno	3.12	2019	/artist/aedf2424-b644-4e54-b180-8e05318f1dc7	Male
5006	d.reamteam	7037293	parade 10.0	3917745-02	shitkatapult	experimental|electronic	3.12	2013		
5007	d34d v01c3	5059125	breaking the devil	3857748-02	urban kickz	techno	3.12	2018	/artist/a724c55d-10da-4a53-8f51-70bf64cda455	
5008	d34d v01c3	5059125	d34d 2 the world	4102855-02	drone groove	techno	4.16	2015	/artist/a724c55d-10da-4a53-8f51-70bf64cda455	
5009	d4	651	family gont	2017215-02	phaze	scouse house	1.04	2012	/artist/2d65f84e-fbce-41ef-8db4-838590f5913c	
5010	d9	2332	late night cartoon	1318345-02	crazy rabbit	breakbeat	3.12	2008	/artist/75c1cde1-e0a8-42b3-acd9-f9c5ce4b7766	
5011	d_func.	3981	where the waves break	3464637-02	konsequent	techno	5.2	2017	/artist/03235662-69fb-45d1-91a4-a8315cf7dc54	
5012	d_func.	3981	func/tones	3058952-02	konsequent	techno	3.12	2016	/artist/03235662-69fb-45d1-91a4-a8315cf7dc54	
5013	da bomb	5966	the original	3551969-02	soundcolours	hard house	8.32	1997	/artist/50aa7bc3-7496-47cd-a36a-ca6efa222b79	
5014	da bomb	5966	nightshift	2166008-02	12 tone	progressive house	4.16	2013	/artist/50aa7bc3-7496-47cd-a36a-ca6efa222b79	
5015	da damn phreak noize phunk	858	electric crate digger	1200851-02	no respect	breakbeat	9.36	1999	/artist/f6a0dce6-c40f-4623-8e76-9a6739f764a6	
5016	da kine	800	lonely soldier	1497870-02	dub chamber	drum and bass	2.08	2009	/artist/c7c4b3ec-0310-4691-be95-56ad202b87b4	
5017	da klubb kings	7037294	welcome to the good ol' days ep	3527771-02	klubbkontrol	funky|club house	3.12	2017	/artist/17e2df4d-f8f5-498e-8f92-777725e5baac	
5018	da mob	7037295	fun	3758850-02	subliminal	deep house	8.32	1998	/artist/cabaeaff-ccf4-47fb-9751-7cd9d4566616	
5019	da mob	7037295	it's all good	3774990-02	subliminal	deep house	4.16	1999	/artist/cabaeaff-ccf4-47fb-9751-7cd9d4566616	
5020	da mode	2042270	boosh	1232424-02	jubilee	funky|club house	1.04	2006	/artist/8538e728-ca0b-4321-b7e5-cff6565dd4c0	
5021	da sampla	10190	west side sessions	2207216-02	wild oats	minimal|tech house	6.24	2013	/artist/85cfb2e0-0ad5-411d-a5a2-a83f89dbb527	Male
5022	da sampla	10190	samplaholic	3332629-02	moods & grooves	deep house	3.12	2017	/artist/85cfb2e0-0ad5-411d-a5a2-a83f89dbb527	Male
5023	da sampla	10190	the concept ep	1295253-02	puzzlebox	techno	4.16	1995	/artist/85cfb2e0-0ad5-411d-a5a2-a83f89dbb527	Male
5024	da sampla	10190	the concept 2 ep	1397841-02	puzzlebox	techno	4.16	1996	/artist/85cfb2e0-0ad5-411d-a5a2-a83f89dbb527	Male
5025	da skunk	8230	hot box (antoine clamaran remix)	1255587-02	blow media	funky|club house	1.04	2006	/artist/d19df945-5987-43e7-8f4b-a9696efe1351	
5026	da skunk	8230	hotbox (remixes)	1255977-02	blow media	funky|club house	3.12	2006	/artist/d19df945-5987-43e7-8f4b-a9696efe1351	
5027	da vibe project	56343	jus' a feelin' (live from da underground)	3546020-02	dansa	deep house	4.16	1996	/artist/f4676210-4fda-45ae-844b-1329a64b2a81	Male
5028	da warrior	207517	turntable psycho	1811916-02	rotterdam tekno	hardstyle	4.16	2011	/artist/32111739-7891-4717-a991-8bb8e9d989a8	
5029	da-milio	1248519	back in the days ep	1414170-02	buwie	progressive house	4.16	2009	/artist/a11750a3-850d-4ccf-a808-ba60fd8fd471	Male
5030	da-milio	1248519	da-milio's ep	1414168-02	buwie	progressive house	3.12	2009	/artist/a11750a3-850d-4ccf-a808-ba60fd8fd471	Male
5031	da-milio	1248519	gone again ep	1414258-02	buwie	minimal|tech house	3.12	2009	/artist/a11750a3-850d-4ccf-a808-ba60fd8fd471	Male
5032	dab & sissa	7037296	life	1877842-02	melodica	funky|club house	2.08	2011	/artist/b088aa26-b76a-4556-a414-8ae1f0421242	
5033	dab & sissa	7037296	life (rule the world)	1970529-02	melodica	funky|club house	2.08	2012	/artist/b088aa26-b76a-4556-a414-8ae1f0421242	
5034	dab & sissa	7037296	djana	2040181-02	melodica	progressive house	2.08	2012	/artist/b088aa26-b76a-4556-a414-8ae1f0421242	
5035	dabrye	6512599	three/three (instrumentals)	4035073-02	ghostly international	hip hop|r&b	13.52	2019	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5036	dabrye	6512599	game over	2592428-02	ghostly international	hip hop|r&b	5.2	2004	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5037	dabrye	6512599	payback	2592531-02	ghostly international	balearic|downtempo	3.12	2003	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5038	dabrye	6512599	two/three instrumentals	2592534-02	ghostly international	disco|nu-disco	13.52	2006	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5039	dabrye	6512599	air	2592417-02	ghostly international	hip hop|r&b	5.2	2006	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5040	dabrye	6512599	get dirty	2275225-02	ghostly international	experimental|electronic	6.24	2008	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5041	dabrye	6512599	get dirty ep	1300383-02	ghostly international	dirty dubstep|trap|grime	6.24	2008	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5042	dabrye	6512599	nite eats day	1410128-02	ghostly international	hip hop|r&b	2.08	2005	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5043	dabrye	6512599	three/three	3649794-02	ghostly international	hip hop|r&b	19.76	2018	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5044	dabrye	6512599	lil mufukuz (feat. doom)	3644764-02	ghostly international	hip hop|r&b	1.04	2018	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5045	dabrye	6512599	the appetite	3582394-02	ghostly international	hip hop|r&b	1.04	2017	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5046	dabrye	6512599	one/three (2018 remaster)	3624158-02	ghostly international	balearic|downtempo	13.52	2001	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5047	dabrye	6512599	instrmntl	3624164-02	ghostly international	hip hop|r&b	10.4	2002	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5048	dabrye	6512599	emancipated	3588630-02	ghostly international	hip hop|r&b	1.04	2017	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5049	dabrye	6512599	producer 2: part 1	1422276-02	fat city	experimental|electronic	2.08	2009	/artist/ce0afedf-1a1d-4051-a147-08d035b466b0	Male
5050	dacm	7037297	showroomdummies	1255901-02	mego	experimental|electronic	11.44	2006	/artist/796ce19a-8bd0-4783-9c4f-e429c859b15d	
5051	dada ques	5270127	1	3547826-02	anwo	experimental|electronic	10.4	2017	/artist/6f4b9230-4bbb-4154-9160-2ab92ed03ebb	
5052	dado	15633	sub zero	2114375-02	prisma	techno	3.12	2013	/artist/cb6a8f3a-18c1-4a1d-9cbd-0a477628523c	Male
5053	dag lerner	24008	what is a policeman	1736775-02	mato	funky|club house	4.16	2011	/artist/5d0d5f48-d77a-464f-84a2-ad14909175cd	Male
5054	dag lerner	24008	a wayward angel	1899166-02	mato	funky|club house	3.12	2012	/artist/5d0d5f48-d77a-464f-84a2-ad14909175cd	Male
5055	dag lerner	24008	bottom of the ocean	2296866-02	pb	uplifting trance	2.08	2013	/artist/5d0d5f48-d77a-464f-84a2-ad14909175cd	Male
5056	dag rosenqvist	383942	what matters most	3843748-02	karaoke kalk	ambient|drone	10.4	2018	/artist/482c48f4-16af-45e6-bb96-38f7a8ae2f67	
5057	dag rosenqvist	383942	conformists	3917352-02	low point	ambient|drone	2.08	2010	/artist/482c48f4-16af-45e6-bb96-38f7a8ae2f67	
5058	dagham	154443	lsd warfare	4099279-02	nice & nasty	electro		2019	/artist/154ca763-04e7-4e49-a337-293412b29a99	Male
5059	dagir du	2959823	uriel wavv	3011043-02	seagrave	experimental|electronic	10.4	2016	/artist/1660a73a-8423-4ee8-9146-9e86f6baa826	
5060	dahlbäck & dahlbäck	7037298	sweden 1 canada 0	1277055-02	turbo	electro house	3.12	2004	/artist/df0664b5-800c-41a8-84a1-2570d0266f66	
5061	dahlbäck & dahlbäck	7037298	sweden 10 - finland 0	1276694-02	turbo	electro house	3.12	2007	/artist/df0664b5-800c-41a8-84a1-2570d0266f66	
5062	dahlia black	1499360	fuck a rap song	2157520-02	37 adventures	rock	1.04	2013	/artist/69cb8250-4795-4272-ae26-d304b21c05fa	Female
5063	daidai	7037299	4am	3021605-02	melotherapy	minimal|tech house	3.12	2016	/artist/2249889e-e94b-40f4-ac25-053e4cafebf4	
5064	daidai	7037299	a latere	3662197-02	samani	minimal|tech house	4.16	2018	/artist/2249889e-e94b-40f4-ac25-053e4cafebf4	
5065	daidai	7037299	changes	3503860-02	melotherapy	minimal|tech house	6.24	2017	/artist/2249889e-e94b-40f4-ac25-053e4cafebf4	
5066	daidai	7037299	pair of something	3362731-02	handcrafted label	minimal|tech house	4.16	2017	/artist/2249889e-e94b-40f4-ac25-053e4cafebf4	
5067	daidai	7037299	3 years of handcrafted label	3695358-02	handcrafted label	minimal|tech house	5.2	2018	/artist/2249889e-e94b-40f4-ac25-053e4cafebf4	
5068	daidai	7037299	space drive	3504802-02	mofolo mafia	minimal|tech house	4.16	2017	/artist/2249889e-e94b-40f4-ac25-053e4cafebf4	
5069	daisy chain	7037300	daisy chain ep	1946064-02	dub cartel	dirty dubstep|trap|grime	4.16	2012	/artist/741477bd-a1ec-4d43-b2ac-5f04883a9e03	
5070	daisy chain	7037300	wake & skank ep	1896000-02	morbit	dirty dubstep|trap|grime	4.16	2012	/artist/741477bd-a1ec-4d43-b2ac-5f04883a9e03	
5071	daisychain	7037301	special series 20	1445983-02	special series	techno	4.16	2009	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5072	daisychain	7037301	special series 22	1487532-02	special series	techno	4.16	2009	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5073	daisychain	7037301	bad boys ep	2195821-02	undershape	techno	5.2	2013	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5074	daisychain	7037301	the final ep	1870315-02	basics	techno	3.12	2011	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5075	daisychain	7037301	audio family 4	1484942-02	audio family	techno	4.16	2009	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5076	daisychain	7037301	aguas peligrosas	1511679-02	grind	techno	3.12	2010	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5077	daisychain	7037301	bad ass ep	1640431-02	grind	techno	4.16	2010	/artist/820d1686-d431-4905-a861-617ef9ba61ca	
5078	dakota	5394	rack 'em up	4039132-02	doom	drum and bass	1.04	2019	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5079	dakota	5394	here's the 101 on how to disappear	4102906-02	sinnb	indie	13.52	2019	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5080	dakota	5394	four leaf clover	4102910-02	sinnb	indie	1.04	2019	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5081	dakota	5394	the nine skies remixes	3988897-02	coldharbour	uplifting trance	3.12	2019	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5082	dakota	5394	thoughts become things ii	1776176-02	armada	uplifting trance	14.56	2011	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5083	dakota	5394	thoughts become things	1436450-02	armada	progressive house	10.4	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5084	dakota	5394	the nine skies	3608576-02	black hole	uplifting trance	18.72	2017	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5085	dakota	5394	cathedral	2911585-02	coldharbour	progressive house	1.04	2015	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5086	dakota	5394	running up that hill	3447079-02	coldharbour	uplifting trance	1.04	2017	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5087	dakota	5394	the spirit of the warrior [transmission 2017 theme]	3594430-02	coldharbour	uplifting trance	1.04	2017	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5088	dakota	5394	in search of something better	3528259-02	coldharbour	uplifting trance	2.08	2017	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5089	dakota	5394	another rendezvous	3708181-02	yoruba	deep house	2.08	2018	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5090	dakota	5394	saints	1841419-02	coldharbour	uplifting trance	6.24	2011	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5091	dakota	5394	sleepwalkers (don't stop)	1756637-02	coldharbour  red	progressive house	5.2	2011	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5092	dakota	5394	chinook	1416452-02	coldharbour  red	uplifting trance	3.12	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5093	dakota	5394	johnny the fox	1437481-02	coldharbour  red	uplifting trance	2.08	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5094	dakota	5394	sin city	1450897-02	coldharbour  red	uplifting trance	3.12	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5095	dakota	5394	roxy '84	1461204-02	coldharbour  red	uplifting trance	3.12	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5096	dakota	5394	koolhaus	1474002-02	coldharbour  red	uplifting trance	4.16	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5097	dakota	5394	steel libido	1483521-02	coldharbour  red	uplifting trance	2.08	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5098	dakota	5394	katowice	1807969-02	coldharbour  red	progressive house	2.08	2011	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5099	dakota	5394	mr cappuccino	1492040-02	coldharbour  red	uplifting trance	3.12	2009	/artist/a102679c-3cc2-494d-a797-e765744fc945	
5100	dakota	5394	mandala	3141582-02	milled pavement	balearic|downtempo	6.24	2016	/artist/a102679c-3cc2-494d-a797-e765744fc945	
